Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
2018,1/2/2018 13:24,115000,United States,60015,Microsoft SQL Server,19,Azure SQL DB,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,20,Not Asked,2,Not Asked,350,None (no degree completed),N/A,"No, I never have",45,5 or more,Not Asked,Private business,No,"Stay with the same employer, same role",Female,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching",1
2018,1/2/2018 13:29,142600,United States,6032,Oracle,22,"Microsoft SQL Server, Oracle, PostgreSQL",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,3,Not Asked,1,Not Asked,100,Bachelors (4 years),Yes,"No, I never have",60,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects",1
2018,1/2/2018 13:31,117000,United States,4101,Microsoft SQL Server,12,Microsoft SQL Server,Full time employee,Analyst,No,4,Not Asked,3,Not Asked,50,Bachelors (4 years),Yes,"No, I never have",40,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Developer: T-SQL,"Manual tasks, Projects, R&D",1
2018,1/2/2018 13:32,136000,United States,94602,Microsoft SQL Server,10,"PostgreSQL, MongoDB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,0,Not Asked,1,Not Asked,130,None (no degree completed),N/A,"No, I never have",45,2,Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, Training/teaching",1
2018,1/2/2018 13:39,130000,Canada,,Azure SQL DB,1,Microsoft SQL Server,"Independent consultant, contractor, freelancer,  or company owner","Developer: App code (C#, JS, etc)",No,13,Not Asked,2,Not Asked,6,Bachelors (4 years),Yes,"Yes, but they expired",40,3,Not Asked,Non-profit,"Yes, but only passively (just curious)",Prefer not to say,Male,"Architect, Developer: T-SQL",,1
2018,1/2/2018 13:44,79000,United States,92056,Microsoft SQL Server,4,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,Not Asked,None,Not Asked,20,None (no degree completed),N/A,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,,1
2018,1/2/2018 14:19,151400,United States,84062,Microsoft SQL Server,18,Microsoft SQL Server,Full time employee,Architect,No,9,Not Asked,1,Not Asked,15,Masters,Yes,"Yes, and they're currently valid",42,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR)","On-call 24/7/365, R&D, Training/teaching",1
2018,1/2/2018 14:40,107000,United Kingdom,SP6 3NJ,Microsoft SQL Server,6,"Azure SQL DB, Amazon RDS (any flavor)",Full time employee,Manager,No,1,Not Asked,4,Not Asked,30,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,4,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Engineer","Meetings & management, Projects, R&D, Training/teaching",1
2018,1/2/2018 14:41,115000,United States,33029,Microsoft SQL Server,8,"Microsoft SQL Server, Oracle, MySQL/MariaDB, SAP",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,Not Asked,3,Not Asked,50,Associates (2 years),Yes,"No, I never have",50,3,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Male,"Developer: T-SQL, Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching",1
2018,1/2/2018 14:41,135000,United States,55303,Microsoft SQL Server,24,"Microsoft SQL Server, DB2",Full time employee,Manager,Yes,18,Not Asked,None,Not Asked,35,Bachelors (4 years),Yes,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Female,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Meetings & management, Projects",1
2018,1/2/2018 14:46,62000,United States,80921,Microsoft SQL Server,12,Oracle,Full time employee,Developer: T-SQL,No,3,Not Asked,2,Not Asked,3,Masters,No,"Yes, and they're currently valid",44,1,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Male,"Analyst, Developer: App code (C#, JS, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching",1
2018,1/2/2018 14:53,117000,United States,64063,Microsoft SQL Server,5,"Microsoft SQL Server, MongoDB, Amazon RDS (any flavor)",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,Not Asked,None,Not Asked,168,Bachelors (4 years),Yes,"No, I never have",50,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Engineer,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365",1
2018,1/2/2018 14:55,95000,United States,96813,Microsoft SQL Server,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,1,Not Asked,2,Not Asked,165,None (no degree completed),N/A,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Non-profit,"Yes, but only passively (just curious)",Change both employers and roles,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL",Projects,1
2018,1/2/2018 15:05,65543,United States,79121,Microsoft SQL Server,21,"Oracle, DB2, Microsoft Access, SAP",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,29,Not Asked,3,Not Asked,30,Masters,No,"Yes, and they're currently valid",45,5 or more,Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,Developer: T-SQL,"Build scripts & automation tools, Meetings & management, Projects, Training/teaching",1
2018,1/2/2018 15:15,65000,United States,96734,Microsoft SQL Server,15,"Microsoft Access, Azure SQL DB",Full time employee of a consulting/contracting company,Architect,Yes,2,Not Asked,None,Not Asked,3,Bachelors (4 years),Yes,"No, I never have",28,5 or more,Not Asked,Private business,No,"Stay with the same employer, same role",Female,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching",1
2018,1/2/2018 15:20,88000,United States,,Microsoft SQL Server,9,"Oracle, Teradata",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,9,Not Asked,5,Not Asked,29,Bachelors (4 years),Yes,"No, I never have",45,2,Not Asked,Private business,No,"Stay with the same employer, same role",Female,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL, Manager","Manual tasks, Meetings & management, Projects",1
2018,1/2/2018 15:20,103000,United States,432,Microsoft SQL Server,10,"Oracle, DB2, Microsoft Access, Teradata, SAP",Full time employee,Manager,Yes,3,Not Asked,4,Not Asked,1,Bachelors (4 years),No,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,Data Scientist,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects, Training/teaching",1
2018,1/2/2018 15:35,94000,United States,85254,Microsoft SQL Server,10,Microsoft SQL Server,Full time employee,Architect,No,2,Not Asked,4,Not Asked,5,Bachelors (4 years),No,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,No,Prefer not to say,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D",1
2018,1/2/2018 15:51,69875,United States,74055,Microsoft SQL Server,4,Amazon RDS (any flavor),Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,Not Asked,3,Not Asked,350,None (no degree completed),N/A,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects",1
2018,1/2/2018 15:54,82000,United States,30518,Microsoft SQL Server,7,"Microsoft SQL Server, MySQL/MariaDB, SQLite",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,2,Not Asked,2,Not Asked,5,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,Developer: T-SQL,"Manual tasks, Projects",1
2018,1/2/2018 16:07,77000,United States,33624,Microsoft Access,10,"Microsoft SQL Server, Oracle",Full time employee,"Developer: App code (C#, JS, etc)",No,2,Not Asked,None,Not Asked,5,Bachelors (4 years),Yes,"No, I never have",42,"None, or less than 1 day per week",Not Asked,Non-profit,No,"Stay with the same employer,  but change roles",Female,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL",Projects,1
2018,1/2/2018 16:09,65000,United States,92308,Microsoft SQL Server,8,"MySQL/MariaDB, PostgreSQL, SQLite",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,5,Not Asked,None,Not Asked,3,None (no degree completed),N/A,"No, I never have",45,"None, or less than 1 day per week",Not Asked,"Education (K-12, college, university)","Yes, actively looking for something else",Change both employers and roles,Male,"Analyst, Architect, Data Scientist, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching",1
2018,1/2/2018 16:11,104000,United States,78701,Microsoft SQL Server,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, WinSQL",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,Not Asked,None,Not Asked,25,Bachelors (4 years),No,"Yes, but they expired",45,1,Not Asked,Local government,"Yes, actively looking for something else",Change both employers and roles,Female,"Architect, Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, Training/teaching",1
2018,1/2/2018 16:13,110000,United States,95993,Microsoft SQL Server,13,"Oracle, MySQL/MariaDB, Microsoft Access",Full time employee,Manager,Yes,13,Not Asked,None,Not Asked,3,Bachelors (4 years),No,"No, I never have",42,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc), Developer: T-SQL","Manual tasks, Meetings & management, Projects",1
2018,1/2/2018 16:18,46350,United States,32807,Microsoft SQL Server,1,Oracle,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,4,Not Asked,2,Not Asked,20,None (no degree completed),Yes,"Yes, but they expired",55,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer,  but change roles",Female,"DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, On-call 24/7/365",1
2018,1/2/2018 16:40,67000,United States,98501,Microsoft SQL Server,4,"MySQL/MariaDB, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,Not Asked,1,Not Asked,25,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,"Education (K-12, college, university)",No,"Stay with the same employer,  but change roles",Male,,"Build scripts & automation tools, Manual tasks, Projects, R&D, Training/teaching",1
